id,title,type,release_year,age_certification,runtime,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,genres1,genres2,genres3,genres4,genres5,genres6,genres7,genres8,genres9
tm156006,Forget Me Not,MOVIE,2011,R,103,['US'],,tt1147684,5.1,6283,10.413,5.198,'horror', 'drama', 'romance', 'thriller',,,,,
tm43576,Little Red Wagon,MOVIE,2012,PG,103,['US'],,tt1614430,6.4,624,3.189,6.5,'drama',,,,,,,,
tm235970,Boys of Bonneville,MOVIE,2011,,80,['US'],,tt1867515,7.7,68,0.6,6.7,'documentation',,,,,,,,
tm236391,Return to Blood Fart Lake,MOVIE,2011,,72,['US'],,tt2279231,3.6,158,1.589,3.2,'horror',,,,,,,,
tm162868,Nicky's Family,MOVIE,2011,,96,"['CZ', 'SK']",,tt1961438,8,564,1.13,8.5,'drama', 'european', 'documentation', 'history',,,,,
ts7273,Doc McStuffins,SHOW,2012,TV-G,22,['US'],6,tt1710295,6.6,2551,35.228,5.8,'animation', 'family', 'fantasy', 'music',,,,,
tm165782,Mooz-lum,MOVIE,2011,PG-13,95,['US'],,tt2340436,6.8,1051,2.266,5.5,'drama', 'family',,,,,,,
tm182154,17 Miracles,MOVIE,2011,PG,113,['US'],,tt1909270,6.2,1579,2.165,6.1,'drama', 'history',,,,,,,
ts53581,Superbook,SHOW,2011,TV-G,26,['US'],5,tt1740717,6.5,309,20.14,8.6,'family', 'fantasy', 'animation',,,,,,
tm187296,Wish You Were Here,MOVIE,2012,R,93,['AU'],,tt1684925,5.9,5892,5.626,5.41,'drama', 'thriller',,,,,,,
tm36237,Contraband,MOVIE,2012,R,109,"['FR', 'US', 'GB']",,tt1524137,6.4,124153,24.556,6.317,'thriller', 'drama', 'action', 'crime',,,,,
ts33254,Injustice,SHOW,2011,,47,['GB'],1,tt1730535,7.3,1972,4.54,7.1,'drama', 'crime', 'thriller',,,,,,
tm49451,Maria Bamford: The Special Special Special!,MOVIE,2012,,50,['US'],,tt2546038,7,567,2.183,7,'comedy',,,,,,,,
tm34714,Iron Sky,MOVIE,2012,R,93,"['FI', 'DE', 'AU']",,tt1034314,5.9,95023,24.63,5.685,'action', 'scifi', 'comedy', 'european',,,,,
tm178676,Exit Humanity,MOVIE,2012,R,108,['CA'],,tt1781812,5.3,4605,7.602,5.3,'drama', 'horror',,,,,,,
ts173081,The Terror Routes,SHOW,2011,,80,['FR'],1,tt2024924,8.3,73,0.6,8,'documentation',,,,,,,,
tm67118,HOUBA! On the Trail of the Marsupilami,MOVIE,2012,PG-13,105,"['MX', 'BE', 'FR']",,tt1723642,5.5,4019,10.121,5.2,'comedy', 'european', 'family',,,,,,
tm182818,Family Band: The Cowsills Story,MOVIE,2011,,90,['US'],,tt2042520,7.6,424,1.911,7.8,'music', 'documentation', 'family',,,,,,
tm152246,Cell 213,MOVIE,2011,R,109,['CA'],,tt1288636,5,962,7.013,5.2,'horror',,,,,,,,
ts21308,Mob Wives,SHOW,2011,TV-14,42,['US'],6,tt10059052,7.7,35,2.941,9.4,'reality', 'comedy', 'crime',,,,,,
tm344481,Emancipation,MOVIE,2011,,115,['US'],,tt1816084,7.3,53,1.21,2,'drama', 'european',,,,,,,
tm276051,Desert Seas,MOVIE,2011,,45,"['US', 'GB', 'SA']",,tt4880626,7.6,78,1.304,9,'documentation',,,,,,,,
tm196510,The Lie,MOVIE,2011,R,82,[],,tt1531930,5.1,728,0.6,,'drama',,,,,,,,
ts15620,The Bleak Old Shop of Stuff,SHOW,2012,,29,['GB'],1,tt2074248,6.7,662,2.683,7.5,'comedy', 'history',,,,,,,
tm161336,Cyberbully,MOVIE,2011,,88,['CA'],,tt1930315,5.4,12908,7.334,6.152,'drama',,,,,,,,
tm42716,Koch Brothers Exposed,MOVIE,2012,,55,['US'],,tt2347411,6.5,385,0.987,7,'documentation',,,,,,,,
tm146686,Suck,MOVIE,2011,R,91,['CA'],,tt1323605,6,5021,8.635,6.407,'horror', 'comedy', 'music',,,,,,
tm68987,Bowling,MOVIE,2012,PG,90,['FR'],,tt2271777,5,503,4.799,5.3,'comedy', 'european',,,,,,,
tm64772,Streets,MOVIE,2012,,90,['US'],,tt1716765,5,391,1.647,10,'drama', 'thriller',,,,,,,
tm170849,The Speed of Thought,MOVIE,2011,,94,['US'],,tt0847825,4.8,1856,5.477,4.8,'thriller', 'scifi',,,,,,,
tm45822,Paranormal Activity 4,MOVIE,2012,R,88,['US'],,tt2109184,4.6,67813,19.798,5.421,'horror', 'thriller',,,,,,,
tm63217,Clockwork Orange County,MOVIE,2012,,73,['US'],,,,,1.04,6,'documentation',,,,,,,,
tm371006,Omerta,MOVIE,2011,,86,['US'],,tt2964878,6.3,17,0.6,,'drama', 'thriller', 'crime',,,,,,
tm50731,Truth or Dare,MOVIE,2012,,95,['GB'],,tt1838722,4.8,14,11.213,5.555,'thriller', 'drama', 'romance', 'comedy', 'horror',,,,
tm173395,The River Murders,MOVIE,2011,R,93,['US'],,tt1738387,5.2,4777,7.336,5.2,'thriller', 'crime', 'drama',,,,,,
tm68026,A Mother's Nightmare,MOVIE,2012,,90,"['CA', 'US']",,tt2401147,5.8,2231,7.032,5.878,'crime', 'thriller',,,,,,,
tm34820,An American Ghost Story,MOVIE,2012,,95,['US'],,tt2241471,4.3,1290,4.662,4.403,'horror',,,,,,,,
tm56744,"Tad, the Lost Explorer",MOVIE,2012,PG,85,"['ES', 'FR']",,tt1764625,5.9,8572,31.176,6.2,'comedy', 'european', 'animation', 'family',,,,,
tm161526,Memorial Day,MOVIE,2011,R,104,['US'],,tt1653068,6.7,7,4.95,6.4,'drama', 'romance', 'european',,,,,,
tm64941,Dear Dracula,MOVIE,2012,,43,['US'],,,,,3.629,8.9,'comedy',,,,,,,,
tm176080,The Flaw,MOVIE,2011,PG-13,78,['GB'],,tt1787810,7.1,762,2.631,6.2,'documentation', 'history',,,,,,,
tm33711,American Virgins,MOVIE,2012,,91,['US'],,tt2204282,2.6,441,2.577,2.4,'comedy', 'romance',,,,,,,
tm28560,Bill W.,MOVIE,2012,,104,"['CA', 'US']",,tt2275549,7.9,284,1.4,6.083,'documentation', 'history',,,,,,,
tm168812,Welcome Aboard,MOVIE,2011,,94,['FR'],,tt1890377,5.5,1815,7.085,5.5,'comedy', 'european', 'reality',,,,,,
tm185089,Courageous,MOVIE,2011,PG-13,129,['US'],,tt1630036,6.8,20961,30.23,7.547,'drama', 'fantasy',,,,,,,
tm98383,Miss Nobody,MOVIE,2011,R,86,['US'],,tt1129427,5.4,2126,6.38,5.415,'comedy', 'crime',,,,,,,
tm158046,Recoil,MOVIE,2011,R,94,['US'],,,,,11.551,6,'action', 'crime',,,,,,,
tm312570,Treasure Chest Of Horrors,MOVIE,2012,,70,['US'],,tt2084984,2.8,147,1.019,8.5,'horror', 'comedy',,,,,,,
tm171322,When Harry Tries to Marry,MOVIE,2011,PG-13,93,['US'],,tt1535110,4.6,657,1.503,5.6,'comedy', 'romance',,,,,,,
tm179367,Seven Days in Utopia,MOVIE,2011,G,98,['US'],,tt1699147,6.1,3785,5.402,5.7,'drama', 'sport',,,,,,,
tm46801,Aftermath,MOVIE,2012,,107,['PL'],,tt2209300,7.3,4029,4.137,6.7,'thriller', 'drama', 'european', 'fantasy',,,,,
tm61700,Last Hours in Suburbia,MOVIE,2012,,87,['US'],,tt2375093,5.4,717,2.178,5.5,'thriller', 'crime',,,,,,,
tm32539,A Bride for Christmas,MOVIE,2012,,90,['CA'],,tt2415112,6.5,4305,10.616,6.1,'romance', 'comedy',,,,,,,
ts26905,Reply 1997,SHOW,2012,TV-MA,46,['KR'],1,tt2782216,7.9,2245,11.175,7.902,'drama', 'comedy', 'romance',,,,,,
tm33806,Why They Sank Titanic,MOVIE,2012,,52,['GB'],,tt2319938,6.6,62,0.983,,'documentation', 'history',,,,,,,
tm164444,Conan O'Brien Can't Stop,MOVIE,2011,R,89,['US'],,tt1864288,7,6600,8.141,6.447,'documentation', 'comedy', 'music',,,,,,
tm160866,Division III: Football's Finest,MOVIE,2011,R,98,['US'],,tt1562849,5.5,1735,3.242,4.1,'comedy', 'romance', 'sport',,,,,,
tm158859,The Wise Kids,MOVIE,2012,,91,['US'],,tt1717724,6.4,1208,3.21,6.1,'drama',,,,,,,,
tm69056,The Tall Man,MOVIE,2012,R,106,"['CA', 'FR']",,tt1658837,5.9,41719,13.387,6,'horror', 'thriller', 'crime', 'drama',,,,,
tm59740,Naughty or Nice,MOVIE,2011,,90,"['US', 'CA']",,tt2417134,6.5,2706,4.534,6.3,'comedy', 'drama', 'fantasy', 'family',,,,,
tm67480,Jim Norton: Please Be Offended,MOVIE,2012,,60,['US'],,tt2147822,7,580,3.032,6.7,'comedy', 'documentation',,,,,,,
ts26966,On Death Row,SHOW,2012,TV-14,49,"['AT', 'GB', 'US']",2,tt1843894,7.9,1238,1.421,6.8,'documentation', 'drama', 'horror',,,,,,
tm159550,Dawn of the Dragonslayer,MOVIE,2011,PG-13,97,['US'],,tt1734582,4.3,1990,4.665,4.6,'action', 'fantasy',,,,,,,
tm171292,Cloudburst,MOVIE,2011,,93,"['CA', 'US']",,tt1466054,7.2,2397,4.238,6.475,'drama', 'romance', 'comedy',,,,,,
ts62451,부릉! 부릉! 브루미즈,SHOW,2012,TV-Y,11,['KR'],3,tt3964988,4.9,29,2.085,4,'animation', 'family',,,,,,,
tm33936,Get the Gringo,MOVIE,2012,R,95,"['US', 'MX']",,tt1567609,6.9,109299,22.98,6.538,'drama', 'action', 'thriller', 'crime',,,,,
tm229381,American Hero,MOVIE,2012,R,86,['US'],,tt4733536,5,4325,7.026,5.669,'action', 'comedy', 'scifi', 'music', 'drama',,,,
ts27022,Fugget About It,SHOW,2012,TV-MA,22,['CA'],3,tt1799834,6.9,1374,6.873,8,'animation', 'comedy', 'crime',,,,,,
ts28119,The Liquidator,SHOW,2012,,21,['CA'],4,tt2251080,7.1,163,3.284,10,'reality', 'documentation',,,,,,,
tm183201,Kevin Hart: Laugh at My Pain,MOVIE,2012,R,88,['US'],,tt1999192,7.3,6233,10.102,7.1,'comedy', 'documentation',,,,,,,
tm169347,Stealing Paradise,MOVIE,2011,R,89,['CA'],,tt1815943,5.7,458,4.203,6.6,'drama', 'thriller',,,,,,,
tm42206,Abominable Christmas,MOVIE,2012,,44,['US'],,tt2445310,5.2,303,2.135,7.5,'comedy', 'animation', 'family',,,,,,
tm158624,The Double,MOVIE,2011,PG-13,92,['US'],,tt1646980,5.9,30889,16.407,5.767,'crime', 'action', 'drama', 'thriller',,,,,
tm60061,U.F.O.,MOVIE,2012,R,101,['GB'],,tt2040578,3.1,3484,8.959,4.395,'scifi', 'action', 'comedy', 'horror',,,,,
tm151596,Calvin Marshall,MOVIE,2011,R,93,['US'],,tt1139577,5.9,705,4.561,5.42,'drama', 'comedy',,,,,,,
tm180420,In Love with Alma Cogan,MOVIE,2012,,99,['GB'],,tt1792085,6.6,95,2.23,7,'comedy', 'drama', 'romance',,,,,,
tm171793,Monsieur Lazhar,MOVIE,2012,PG-13,94,['CA'],,tt2011971,7.5,20735,7.152,7.092,'drama', 'comedy',,,,,,,
tm63703,Madea's Witness Protection,MOVIE,2012,PG-13,114,['US'],,tt2215285,4.9,11075,10.717,6.1,'drama', 'comedy', 'crime',,,,,,
tm65210,Jab Tak Hai Jaan,MOVIE,2012,,175,['IN'],,tt2176013,6.7,56438,6.385,7.2,'drama', 'romance',,,,,,,
ts12236,American Guns,SHOW,2011,TV-14,44,['US'],2,tt2083423,6.3,505,3.835,8,'reality',,,,,,,,
ts236991,Wars Against Saddam,SHOW,2011,,45,['US'],1,,,,0.635,,,,,,,,,,
tm48393,Ek Tha Tiger,MOVIE,2012,PG-13,133,"['IE', 'IN']",,tt2016894,5.5,35759,11.194,6.2,'thriller', 'action', 'romance',,,,,,
tm69398,Stash House,MOVIE,2012,R,95,['US'],,tt1919090,4.7,2831,9.569,5.341,'thriller',,,,,,,,
tm66041,Vazhakku Enn 18/9,MOVIE,2012,,115,['IN'],,tt2146960,8.3,2258,1.793,7.2,'drama', 'crime', 'thriller',,,,,,
tm67548,Dick Winters: Hang Tough,MOVIE,2012,,55,['US'],,tt2983136,8.2,80,1.344,,'documentation',,,,,,,,
tm181119,Hunky Dory,MOVIE,2012,,110,['GB'],,tt1727300,6.2,1285,4.465,6.3,'comedy', 'drama', 'music',,,,,,
tm65593,Elfie Hopkins,MOVIE,2012,R,85,['GB'],,tt1470022,4.6,997,3.817,5,'horror', 'thriller',,,,,,,
tm33503,American Animal,MOVIE,2011,R,95,['US'],,tt1670932,4.3,380,3.119,4.8,'comedy', 'drama',,,,,,,
tm183889,No Surrender,MOVIE,2011,,90,['CA'],,tt1826780,4.9,342,2.414,5.5,'drama', 'thriller',,,,,,,
ts27921,Richard Hammond's Crash Course,SHOW,2012,TV-PG,42,"['US', 'GB']",2,tt2004577,7.5,154,1.045,6.2,'action', 'documentation', 'comedy', 'reality',,,,,
tm181856,Jeff Dunham: Controlled Chaos,MOVIE,2011,,63,['US'],,tt2058636,7.4,2349,3.672,6.375,'comedy', 'documentation',,,,,,,
tm171339,What Happens Next,MOVIE,2012,,100,['US'],,tt1635659,5.9,854,2.926,5.176,'comedy', 'drama', 'romance',,,,,,
tm48962,Josh Blue: Sticky Change,MOVIE,2012,,52,['US'],,tt2016219,7.4,178,1.414,7,'documentation', 'comedy',,,,,,,
tm39003,Stitches,MOVIE,2012,R,86,['IE'],,tt2126362,5.7,10037,15.385,6.4,'horror', 'european', 'comedy',,,,,,
tm58762,The Ballad of Genesis and Lady Jaye,MOVIE,2011,,72,['US'],,tt1821635,6.7,663,3.441,7.1,'documentation', 'music', 'romance', 'european',,,,,
tm31428,Waiting for Lightning,MOVIE,2012,PG-13,96,['US'],,tt1754853,7.3,684,2.797,5.7,'drama', 'documentation',,,,,,,
tm41355,The Unbookables,MOVIE,2012,,96,['US'],,tt1379206,6,137,2.263,6.9,'comedy', 'documentation',,,,,,,
tm40583,The Coverup,MOVIE,2011,R,88,['US'],,tt1153543,5.5,689,2.166,4.6,'crime', 'drama', 'thriller',,,,,,
tm440307,Jamie: Drag Queen at 16,MOVIE,2011,,57,['GB'],,tt2272884,6.8,124,0.87,5,'documentation',,,,,,,,
tm163723,Birds of the Gods,MOVIE,2011,,60,['US'],,,,,0.713,5.9,'documentation',,,,,,,,
tm33506,The Philly Kid,MOVIE,2012,R,95,['US'],,tt1937506,5.6,2251,6.446,5.4,'drama', 'sport', 'action',,,,,,
tm163612,Christmas Lodge,MOVIE,2011,G,89,['CA'],,tt1895321,6,2607,4.783,5.6,'drama', 'romance', 'comedy', 'family',,,,,
tm37175,Jeff Dunham: Minding the Monsters,MOVIE,2012,PG-13,80,['US'],,tt2461736,7,1462,3.189,6.18,'comedy',,,,,,,,
tm173189,Alonzo Bodden: Who's Paying Attention,MOVIE,2011,,61,['US'],,tt1928108,7.1,164,0.949,10,'comedy',,,,,,,,
tm167605,Touch,MOVIE,2012,,110,['US'],,tt1789090,6.8,281,0.661,4,'romance', 'drama',,,,,,,
tm48416,Keep the Lights On,MOVIE,2012,,101,['US'],,tt2011953,6.4,5879,5.997,5.969,'drama', 'romance',,,,,,,
ts8985,Empresses in the Palace,SHOW,2011,,45,['CN'],1,tt2374683,8.4,1824,31.313,8.3,'drama', 'history', 'romance',,,,,,
tm48051,So Undercover,MOVIE,2012,PG-13,94,['US'],,tt1766094,5,20665,22.527,6.2,'action', 'comedy', 'crime', 'drama',,,,,
tm201339,Ride,MOVIE,2012,R,93,['US'],,tt6118952,5.7,4286,12.085,5.7,'romance', 'drama', 'comedy', 'documentation', 'sport', 'european',,,
tm184427,The Bang Bang Club,MOVIE,2011,R,106,"['ZA', 'CA']",,tt1173687,6.9,11038,7.595,6.7,'drama', 'history',,,,,,,
tm183037,Don 2,MOVIE,2011,,139,"['DE', 'IN']",,tt1285241,7,54790,7.322,6.982,'thriller', 'action', 'crime', 'european',,,,,
tm165937,Munger Road,MOVIE,2011,PG-13,85,['US'],,tt1720172,4.4,1668,3.679,4.4,'thriller', 'horror',,,,,,,
tm179223,Willed to Kill,MOVIE,2012,,94,['CA'],,tt2554856,5.5,582,2.192,5.1,'thriller', 'drama', 'action',,,,,,
tm35283,A Turtle's Tale 2: Sammy's Escape from Paradise,MOVIE,2012,,92,"['BE', 'US', 'FR']",,tt2288005,5.6,2346,16.108,5.8,'action', 'animation', 'european', 'family',,,,,
tm54278,Interview with a Hitman,MOVIE,2012,,95,['GB'],,tt2061712,5.8,10709,13.845,5.323,'action', 'thriller', 'crime', 'drama',,,,,
tm160633,Love's Kitchen,MOVIE,2011,PG-13,86,['GB'],,tt1519663,5.3,3545,7.557,5.4,'romance', 'comedy', 'drama',,,,,,
tm167860,Apartment 143,MOVIE,2012,R,80,['ES'],,tt1757742,5,11558,7.508,5.2,'horror', 'thriller', 'european',,,,,,
ts34081,Mike the Knight,SHOW,2011,TV-Y,17,['CA'],4,tt2320669,4.9,218,4.546,5.8,'action', 'animation', 'family',,,,,,
tm166563,Wandering Eye,MOVIE,2011,PG-13,89,['CA'],,tt1757927,5.2,545,4.197,5.844,'thriller',,,,,,,,
tm174597,A Mile in His Shoes,MOVIE,2011,PG,90,['CA'],,tt1839390,6.1,699,2.985,6.1,'drama', 'sport', 'family',,,,,,
tm90672,Hatchet II,MOVIE,2012,R,85,['US'],,tt1270835,5.4,14236,10.521,5.527,'thriller', 'horror', 'action', 'comedy',,,,,
tm38464,Ritual,MOVIE,2012,R,87,['ID'],,tt2182019,5.4,2881,7.711,5.5,'thriller', 'horror',,,,,,,
tm57610,Talaash,MOVIE,2012,,131,['IN'],,tt1787988,7.2,43235,7.65,6.76,'drama', 'thriller', 'crime', 'fantasy',,,,,
tm162866,Nick Di Paolo: Raw Nerve,MOVIE,2011,,46,['US'],,tt1845273,6.7,136,1.4,,'comedy', 'documentation',,,,,,,
tm35556,El Gringo,MOVIE,2012,R,103,['US'],,tt1990216,5.4,6600,13.19,6.2,'thriller', 'drama', 'action',,,,,,
tm97810,StreetDance 3D,MOVIE,2011,PG-13,98,['GB'],,tt1447972,5.8,11490,12.694,6.448,'romance', 'drama', 'music',,,,,,
tm171076,Horrid Henry: The Movie,MOVIE,2011,PG,93,['GB'],,tt1684555,3.5,2858,8.281,5.4,'action', 'family', 'comedy',,,,,,
tm171371,Thor: Tales of Asgard,MOVIE,2011,PG,77,['US'],,,,,6.651,6.371,'action', 'animation',,,,,,,
tm52868,Bloody Bloody Bible Camp,MOVIE,2012,,90,['US'],,tt1663625,4.5,1240,4.007,4.7,'horror', 'comedy',,,,,,,
tm172883,Game,MOVIE,2011,PG,135,['IN'],,tt1772872,5.2,2441,3.975,5.304,'thriller', 'action', 'crime', 'drama', 'european',,,,
ts36491,World's Most Dangerous Roads,SHOW,2011,TV-PG,59,['GB'],3,tt2078521,7.4,253,3.545,7.2,'reality', 'documentation', 'european',,,,,,
ts38289,Shock and Awe: The Story of Electricity,SHOW,2011,,58,['GB'],1,tt2083695,8.5,540,3.498,8.6,'documentation',,,,,,,,
tm59012,Loving Miss Hatto,MOVIE,2012,,90,['GB'],,tt2220204,6.6,251,2.024,7.25,'drama',,,,,,,,
tm58412,The Yummy Gummy Search for Santa,MOVIE,2012,,61,['US'],,,,,2.023,3.25,'animation',,,,,,,,
tm53815,The Woodsman,MOVIE,2012,R,78,['US'],,tt2330396,4.6,208,1.954,4.6,'action', 'horror', 'drama', 'thriller',,,,,
tm35521,Transit,MOVIE,2012,R,84,['US'],,tt1060274,5.8,11191,10.839,5.7,'thriller', 'crime', 'action',,,,,,
tm99271,Nothing to Declare,MOVIE,2011,,108,['FR'],,tt1528313,6.4,14670,8.597,5.8,'comedy', 'european',,,,,,,
tm36603,Cowgirls n' Angels,MOVIE,2012,PG,92,['US'],,tt1894561,6,1714,6.936,6.328,'drama', 'family',,,,,,,
tm235499,The Real Inglorious Bastards,MOVIE,2012,,50,['CA'],,tt3320110,7.4,406,5.287,8.235,'history', 'documentation',,,,,,,
tm67573,Diana Vreeland: The Eye Has to Travel,MOVIE,2012,PG-13,86,['US'],,tt2053352,7.5,1626,3.629,7.2,'documentation',,,,,,,,
tm162454,A Novel Romance,MOVIE,2011,,88,['US'],,tt1535102,4.7,256,1.326,7.9,'drama', 'comedy', 'romance',,,,,,
ts191698,Little Baby Bum,SHOW,2011,TV-Y,6,['GB'],4,tt10051854,6.4,108,0.879,10,'music', 'animation', 'family',,,,,,
tm370450,Alcatraz Prison Escape: Deathbed Confession,MOVIE,2012,,93,['US'],,tt1379712,5.1,232,0.002363,8.7,'drama', 'crime', 'action',,,,,,
tm72109,The Baytown Outlaws,MOVIE,2012,R,98,['US'],,tt1836944,6.3,15395,16.475,6.01,'crime', 'action', 'comedy', 'thriller',,,,,
tm165411,Titeuf,MOVIE,2011,G,87,['FR'],,tt1757912,5.8,681,7.731,5.734,'drama', 'comedy', 'european', 'animation', 'family',,,,
tm98912,Angel of Evil,MOVIE,2011,R,102,"['FR', 'IT', 'NL']",,tt1571402,6.8,3338,7.492,6.8,'crime', 'drama', 'european', 'thriller',,,,,
tm60812,FDR: American Badass!,MOVIE,2012,R,93,['US'],,tt1811315,5.2,2030,4.282,5.085,'comedy', 'action',,,,,,,
tm174195,Under the Boardwalk: The Monopoly Story,MOVIE,2011,G,88,['US'],,tt1250861,6.2,610,4.103,6.262,'history', 'documentation', 'sport',,,,,,
tm178668,Exposed,MOVIE,2011,,90,['CA'],,tt1878932,5.1,369,2.77,4.857,'thriller',,,,,,,,
tm40359,Made in Mexico,MOVIE,2012,R,98,['MX'],,tt2062645,6.9,680,2.539,6.2,'history', 'music', 'documentation',,,,,,
tm165712,Tim Minchin and the Heritage Orchestra: Live at the Royal Albert Hall,MOVIE,2011,,146,['GB'],,,,,2.512,7.2,'comedy',,,,,,,,
ts65904,Gordon Behind Bars,SHOW,2012,,47,['GB'],1,tt2650536,7.3,438,1.849,6.059,'reality', 'documentation',,,,,,,
tm68415,Payback,MOVIE,2012,,82,['CA'],,tt1430625,6.4,229,1.294,5.7,'documentation',,,,,,,,
tm135764,My Name Was Bette: The Life and Death of an Alcoholic,MOVIE,2011,,59,['US'],,tt2191757,7,249,0.6,4.7,'documentation',,,,,,,,
tm214982,The Black Kung Fu Experience,MOVIE,2012,,57,['US'],,tt2466212,6.7,60,0.6,4.8,'documentation', 'history',,,,,,,
ts33349,Robocar Poli,SHOW,2011,TV-Y,14,['KR'],4,tt4763642,6,134,16.782,6.25,'animation', 'comedy', 'family', 'fantasy',,,,,
tm184994,Beneath the Darkness,MOVIE,2012,R,96,['US'],,tt1781775,4.5,6022,7.585,4.774,'thriller', 'horror',,,,,,,
tm167611,Knockout,MOVIE,2011,PG,95,['US'],,tt1691453,4.9,2557,7.394,5.7,'drama', 'family', 'action',,,,,,
tm164684,The Dragon Pearl,MOVIE,2011,PG,94,"['AU', 'CN']",,tt1708534,4.7,960,7.378,4.8,'fantasy', 'family',,,,,,,
tm50087,We'll Take Manhattan,MOVIE,2012,,90,['GB'],,tt1885440,6.6,1215,4.936,5.8,'drama', 'romance',,,,,,,
tm178246,Snow Beast,MOVIE,2011,PG-13,90,['US'],,tt1623765,3.5,1253,4.608,4.5,'thriller', 'drama', 'horror', 'scifi',,,,,
tm38470,The Sleeper,MOVIE,2012,,90,['US'],,tt1971558,3.9,1351,4.487,3,'horror', 'comedy', 'thriller',,,,,,
ts52175,Guess How Much I Love You,SHOW,2012,TV-Y,12,['AU'],3,tt2279853,8.1,91,3.608,,'animation', 'crime', 'family',,,,,,
tm70170,Hide Away,MOVIE,2011,PG-13,88,['US'],,tt1536374,5.7,1051,2.588,4.6,'drama',,,,,,,,
tm176924,Is This a Joke?,MOVIE,2011,G,19,['GB'],,tt1383706,5,96,1.386,6,'comedy', 'drama',,,,,,,
tm195400,The People of the Kattawapiskak River,MOVIE,2012,,50,['CA'],,tt6239558,7.1,23,0.6,,'documentation',,,,,,,,
ts79869,Zou,SHOW,2012,TV-Y7,11,['FR'],3,tt4204528,7,69,22.407,6.6,'animation', 'family', 'european',,,,,,
ts81858,Larva,SHOW,2011,TV-G,2,['KR'],5,tt6966158,7.1,696,22.066,7.375,'comedy', 'family', 'animation', 'thriller', 'drama', 'horror',,,
ts33810,Redakai Conquer the Kairu,SHOW,2011,TV-Y7-FV,21,"['CA', 'US', 'FR']",2,tt2021833,5.4,275,7.872,8.667,'animation', 'action', 'scifi',,,,,,
tm159414,The Night Watch,MOVIE,2011,,90,['GB'],,tt1789074,6.4,1148,7.035,5.7,'drama', 'romance', 'war',,,,,,
tm133128,Incognito,MOVIE,2012,,94,['FR'],,tt1315883,5.9,1118,6.818,5.5,'comedy', 'european', 'drama',,,,,,
tm162053,The Lion of Judah,MOVIE,2011,PG,87,['US'],,tt1212022,7.1,12,6.048,5,'animation', 'war', 'documentation',,,,,,
tm175145,Mankatha,MOVIE,2011,PG,149,['IN'],,tt1705772,7.7,15727,6.034,6.727,'thriller', 'crime', 'action',,,,,,
tm169329,Ladies vs Ricky Bahl,MOVIE,2011,,140,['IN'],,tt1954598,6,10142,5.943,6.2,'comedy', 'drama', 'crime', 'romance',,,,,
tm178835,Mere Brother Ki Dulhan,MOVIE,2011,,139,['IN'],,tt1740710,5.9,9706,5.627,6.281,'drama', 'comedy', 'family', 'romance',,,,,
tm161154,Yellow Rock,MOVIE,2011,R,89,['US'],,tt1714176,4.4,555,4.928,4.8,'western',,,,,,,,
tm170380,Monsieur Papa,MOVIE,2011,PG,90,['FR'],,tt1692214,5.5,476,4.914,5.6,'comedy', 'european',,,,,,,
tm164331,The Marquis,MOVIE,2011,G,88,['FR'],,tt1779824,4.9,810,4.854,5.2,'comedy', 'european', 'crime', 'drama',,,,,
tm96648,A Christmas Snow,MOVIE,2011,PG,112,['US'],,tt1606191,6.1,776,4.684,6,'drama', 'comedy', 'family',,,,,,
tm31983,Teenage Bank Heist,MOVIE,2012,,90,"['CA', 'US']",,tt2297906,5.2,645,4.671,6.2,'thriller',,,,,,,,
tm67634,Paris by Night,MOVIE,2012,PG,100,['FR'],,tt2122518,6.5,1341,4.646,6.2,'drama', 'european', 'crime', 'romance',,,,,
ts66292,Lucky Fred,SHOW,2011,TV-G,12,"['IL', 'PH', 'ES']",2,tt2164295,6.9,53,4.624,6,'action', 'family', 'animation', 'comedy', 'european',,,,
tm68735,The Cat in the Hat Knows a Lot About Christmas!,MOVIE,2012,,60,['US'],,tt2383446,4.7,135,4.319,5.7,'animation', 'fantasy', 'family',,,,,,
tm178329,Overheard 2,MOVIE,2011,,121,"['CN', 'HK']",,tt1852904,6.7,1866,4.229,6.415,'thriller', 'crime', 'action', 'drama',,,,,
tm183223,The Key Man,MOVIE,2011,,80,['US'],,tt0899154,5,365,4.082,3.5,'drama', 'thriller', 'crime',,,,,,
tm92833,The Dark Lurking,MOVIE,2011,R,97,['AU'],,tt1391579,3.2,1927,4.043,3.7,'horror', 'scifi', 'action',,,,,,
tm48121,Ishaqzaade,MOVIE,2012,PG,132,['IN'],,tt2308773,6.5,8033,4.029,6.424,'drama', 'action', 'romance',,,,,,
tm183283,Deiva Thirumagal,MOVIE,2011,,162,['IN'],,tt1857670,8.2,6126,4.014,7.5,'drama', 'family',,,,,,,
ts6408,Crash Canyon,SHOW,2011,TV-14,23,['CA'],2,tt1885560,4.3,790,3.979,3.3,'comedy', 'drama', 'animation',,,,,,
ts41890,Kaijudo: Clash of the Duel Masters,SHOW,2012,TV-Y7,23,['US'],2,tt2339980,6.6,268,3.791,6,'action', 'scifi', 'animation',,,,,,
tm99103,Five Star Day,MOVIE,2011,,94,['US'],,tt1325743,5.7,830,3.788,5.3,'drama', 'romance',,,,,,,
